season,date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,adj_score1,adj_score2
2022,2022-09-07,1952,Mexican Primera Division Torneo Apertura,Mazatlán FC,Atlas,36.73,44.74,0.3493,0.3691,0.2816,1.19,1.23,44.7,32.3,1,0,1.03,1.69,0.95,1.84,1.05,0.0
2022,2022-09-07,1952,Mexican Primera Division Torneo Apertura,Tijuana,Guadalajara,40.48,51.97,0.3342,0.3796,0.2862,1.13,1.22,45.9,13.6,1,2,1.87,0.95,2.24,1.59,1.05,2.1
2022,2022-09-07,1952,Mexican Primera Division Torneo Apertura,Pumas Unam,Querétaro,41.02,38.32,0.4724,0.253,0.2746,1.43,0.97,32.2,5.8,4,1,2.5,0.73,1.55,0.56,3.68,1.05
2022,2022-09-08,10281,UEFA Europa Conference League,FK Austria Vienna,Hapoel Be'er,43.36,47.79,0.3936,0.3553,0.2511,1.63,1.54,69.8,78.2,0,0,0.67,0.28,1.02,1.03,0.0,0.0
2022,2022-09-08,1820,UEFA Europa League,PSV,Bodo/Glimt,76.08,56.26,0.6532,0.1664,0.1803,2.66,1.31,84.0,88.6,1,1,1.3,1.15,2.04,1.25,1.05,1.05
2022,2022-09-08,10281,UEFA Europa Conference League,Fiorentina,Rigas Futbola Skola,67.68,34.58,0.7867,0.0571,0.1562,2.36,0.48,50.6,58.5,1,1,3.71,1.36,3.79,0.62,1.05,1.05
2022,2022-09-08,1820,UEFA Europa League,HJK Helsinki,Real Betis,28.37,71.3,0.0624,0.7403,0.1973,0.38,1.93,31.9,40.1,0,2,0.5,3.22,0.5,2.05,0.0,2.1
2022,2022-09-08,1820,UEFA Europa League,AEK Larnaca,Stade Rennes,42.77,71.31,0.1647,0.5631,0.2722,0.69,1.52,57.4,59.1,1,2,0.74,1.73,0.95,1.08,1.05,2.1
2022,2022-09-08,1820,UEFA Europa League,Malmo FF,Braga,36.54,67.64,0.1441,0.6181,0.2378,0.73,1.79,42.6,62.5,0,2,0.75,1.81,0.9,0.82,0.0,2.1
2022,2022-09-08,10281,UEFA Europa Conference League,Ballkani,CFR 1907 Cluj,34.58,41.43,0.345,0.3794,0.2756,1.3,1.38,74.9,84.9,1,1,0.2,1.33,0.6,1.08,1.05,1.05
2022,2022-09-08,1820,UEFA Europa League,1. FC Union Berlin,Union Saint Gilloise,71.27,49.85,0.6646,0.1196,0.2158,1.96,0.69,74.6,87.6,0,1,0.7,0.82,1.53,0.98,0.0,1.05
2022,2022-09-08,1820,UEFA Europa League,FC Zurich,Arsenal,39.66,80.74,0.0983,0.7326,0.1691,0.79,2.47,33.5,43.0,1,2,1.07,2.6,0.51,2.13,1.05,2.1
2022,2022-09-08,10281,UEFA Europa Conference League,Anderlecht,Silkeborg,57.5,45.09,0.5941,0.177,0.2288,1.96,0.97,74.5,63.9,1,0,2.33,0.33,1.94,1.07,1.05,0.0
2022,2022-09-08,10281,UEFA Europa Conference League,Slovácko,FK Partizan Belgrade,58.91,51.71,0.5139,0.2252,0.2609,1.65,1.0,76.1,71.4,3,3,2.2,0.36,2.59,0.22,2.94,3.15
2022,2022-09-08,10281,UEFA Europa Conference League,Villarreal,Lech Poznan,80.36,47.28,0.7793,0.0478,0.1729,2.1,0.34,25.5,59.7,4,3,1.02,2.05,2.0,0.79,4.2,3.15
2022,2022-09-08,10281,UEFA Europa Conference League,Hearts,Istanbul Basaksehir,42.08,52.44,0.3385,0.3757,0.2859,1.22,1.3,87.1,90.1,0,4,0.77,3.33,0.36,2.74,0.0,3.78
2022,2022-09-08,1820,UEFA Europa League,Fenerbahce,Dynamo Kiev,65.3,55.39,0.5422,0.2131,0.2447,1.79,1.03,92.5,91.2,2,1,1.77,0.81,1.82,0.51,2.1,1.05
2022,2022-09-08,1820,UEFA Europa League,Ludogorets,AS Roma,39.87,72.21,0.1458,0.6153,0.2389,0.73,1.79,54.7,45.0,2,1,0.92,2.34,0.57,2.1,2.1,1.05
2022,2022-09-08,10281,UEFA Europa Conference League,Nice,FC Cologne,63.33,70.36,0.3777,0.3469,0.2754,1.38,1.31,74.0,63.9,1,1,2.11,1.24,1.3,1.48,1.05,1.05
2022,2022-09-08,10281,UEFA Europa Conference League,Molde,KAA Gent,56.0,54.6,0.4624,0.2895,0.2481,1.76,1.35,62.7,54.7,0,0,1.02,0.82,2.76,1.63,0.0,0.0
2022,2022-09-08,10281,UEFA Europa Conference League,Sivasspor,Slavia Prague,36.39,64.66,0.2236,0.5311,0.2453,1.1,1.82,65.9,35.7,1,1,0.71,1.21,0.55,2.3,1.05,1.05
2022,2022-09-08,10281,UEFA Europa Conference League,Shamrock Rovers,Djurgardens IF,20.42,42.41,0.2071,0.5357,0.2572,0.95,1.69,26.3,60.1,0,0,0.36,0.62,0.68,1.14,0.0,0.0
2022,2022-09-08,1820,UEFA Europa League,Lazio,Feyenoord,68.22,72.97,0.4031,0.3563,0.2407,1.74,1.62,61.7,50.6,4,2,3.47,2.3,2.77,1.6,4.2,2.1
2022,2022-09-08,1820,UEFA Europa League,Ferencvaros,Trabzonspor,55.23,56.04,0.4317,0.2942,0.2741,1.45,1.15,78.6,81.1,3,2,2.41,2.17,0.68,1.86,3.15,1.68
2022,2022-09-08,1820,UEFA Europa League,Omonia Nicosia,FC Sheriff Tiraspol,38.79,52.76,0.2855,0.4301,0.2844,1.07,1.37,26.6,46.7,0,3,0.54,2.14,0.83,1.14,0.0,3.01
2022,2022-09-08,1820,UEFA Europa League,Nantes,Olympiacos,59.06,60.27,0.4452,0.283,0.2718,1.49,1.13,94.2,92.6,2,1,1.14,0.34,1.62,0.77,2.1,1.05
2022,2022-09-08,1820,UEFA Europa League,SK Sturm Graz,FC Midtjylland,52.05,52.14,0.4609,0.3002,0.2389,1.84,1.45,60.0,61.5,1,0,3.09,0.51,1.64,1.82,1.05,0.0
2022,2022-09-08,10281,UEFA Europa Conference League,Basel,Pyunik Yerevan,45.13,21.4,0.7172,0.098,0.1848,2.26,0.7,72.8,63.4,3,1,1.42,0.49,1.3,0.07,3.0,1.05
2022,2022-09-08,1820,UEFA Europa League,Manchester United,Real Sociedad,75.57,74.85,0.473,0.2597,0.2673,1.55,1.08,40.7,34.2,0,1,1.21,1.08,1.76,0.59,0.0,1.05
2022,2022-09-08,10281,UEFA Europa Conference League,West Ham United,Steaua Bucuresti,70.98,58.61,0.5931,0.1615,0.2454,1.77,0.79,69.3,77.8,3,1,2.43,1.31,1.48,0.83,2.65,1.05
2022,2022-09-08,10281,UEFA Europa Conference League,SC Dnipro-1,AZ,56.21,66.0,0.3821,0.3673,0.2506,1.61,1.57,62.8,46.5,0,1,0.18,1.01,0.34,1.05,0.0,1.05
2022,2022-09-08,10281,UEFA Europa Conference League,FC Vaduz,Apollon Limassol,27.64,46.7,0.2488,0.4839,0.2673,1.06,1.58,33.6,61.7,0,0,0.4,0.63,0.96,0.95,0.0,0.0
2022,2022-09-08,1820,UEFA Europa League,SC Freiburg,FK Qarabag,71.27,42.68,0.732,0.0917,0.1763,2.31,0.68,67.5,62.8,2,1,2.0,0.76,1.04,0.97,2.1,1.05
2022,2022-09-08,1820,UEFA Europa League,Red Star Belgrade,AS Monaco,57.71,69.7,0.3496,0.3943,0.2561,1.45,1.55,74.9,64.6,0,1,0.72,1.35,1.56,0.91,0.0,1.05
2022,2022-09-08,10281,UEFA Europa Conference League,Slovan Bratislava,Zalgiris Vilnius,39.27,32.7,0.5667,0.1814,0.2519,1.72,0.86,92.0,89.9,0,0,0.78,1.35,1.11,0.84,0.0,0.0
2022,2022-09-09,1846,German 2. Bundesliga,1. FC Nürnberg,Arminia Bielefeld,31.78,38.18,0.3558,0.3697,0.2745,1.41,1.44,19.4,23.6,1,0,1.35,0.21,1.48,0.51,1.05,0.0
2022,2022-09-09,1846,German 2. Bundesliga,Holstein Kiel,Hamburg SV,30.29,46.66,0.2373,0.5134,0.2493,1.2,1.86,24.5,64.5,2,3,1.44,1.84,2.35,1.17,2.1,2.78
2022,2022-09-09,1866,Russian Premier Liga,Sochi,Dinamo Moscow,49.61,52.34,0.4097,0.352,0.2383,1.66,1.53,19.7,35.4,2,1,,,,,,
2022,2022-09-09,1882,Turkish Turkcell Super Lig,Alanyaspor,Ankaragucu,42.73,30.64,0.5688,0.2017,0.2295,1.91,1.05,27.6,41.0,2,1,,,,,,
2022,2022-09-09,1983,South African ABSA Premier League,Maritzburg Utd,SuperSport United,10.7,19.93,0.2919,0.3842,0.3239,1.01,1.2,27.1,42.2,1,2,,,,,,
2022,2022-09-09,1849,Dutch Eredivisie,FC Volendam,Go Ahead Eagles,40.74,42.33,0.4486,0.2951,0.2563,1.55,1.21,44.5,46.0,2,3,1.74,1.47,1.74,0.56,2.1,2.84
2022,2022-09-09,1856,Italy Serie B,Palermo,Genoa,24.41,43.69,0.2265,0.5049,0.2686,1.15,1.83,41.2,52.5,1,0,,,,,,
2022,2022-09-09,1845,German Bundesliga,Werder Bremen,FC Augsburg,63.23,55.54,0.5037,0.2286,0.2678,1.57,0.96,25.6,44.7,0,1,1.9,1.81,1.27,1.0,0.0,1.05
2022,2022-09-09,1832,Belgian Jupiler League,St. Truidense,Standard Liege,43.2,36.87,0.4798,0.2356,0.2846,1.35,0.85,3.4,21.0,1,2,,,,,,
2022,2022-09-09,1843,French Ligue 1,Lens,Troyes,68.1,53.44,0.6247,0.1625,0.2128,2.02,0.92,50.7,32.1,1,0,1.49,0.68,1.37,0.59,1.05,0.0
2022,2022-09-09,1869,Spanish Primera Division,Girona FC,Real Valladolid,59.68,58.63,0.4477,0.2673,0.285,1.41,1.03,40.4,37.7,2,1,2.6,0.57,2.18,1.34,2.1,1.05
2022,2022-09-09,1871,Spanish Segunda Division,Las Palmas,Leganes,38.46,34.02,0.4996,0.2187,0.2817,1.51,0.9,38.1,23.4,1,0,0.83,0.24,0.78,0.24,1.05,0.0
2022,2022-09-09,1864,Portuguese Liga,Guimaraes,Santa Clara,53.11,45.5,0.4994,0.2405,0.2602,1.46,0.92,16.8,32.0,1,0,0.85,1.03,0.84,1.0,1.05,0.0
2022,2022-09-09,1952,Mexican Primera Division Torneo Apertura,FC Juárez,Monterrey,38.35,63.96,0.2103,0.5112,0.2784,0.8,1.42,47.7,19.9,0,1,0.48,1.11,0.85,1.5,0.0,1.05
2022,2022-09-10,1846,German 2. Bundesliga,Hannover 96,Eintracht Braunschweig,32.97,19.63,0.5685,0.1843,0.2472,1.86,0.95,27.0,44.2,1,1,1.51,1.04,1.23,1.39,1.05,1.05
2022,2022-09-10,1846,German 2. Bundesliga,SC Paderborn,Jahn Regensburg,37.81,25.25,0.5803,0.1801,0.2396,1.94,0.98,58.0,28.5,3,0,2.2,0.26,2.11,1.04,2.41,0.0
2022,2022-09-10,1846,German 2. Bundesliga,Karlsruher SC,1. FC Heidenheim 1846,36.15,34.98,0.4153,0.3157,0.269,1.58,1.35,34.5,49.2,0,0,1.12,0.52,1.59,1.02,0.0,0.0
2022,2022-09-10,1856,Italy Serie B,Cosenza,Bari,25.29,30.34,0.3771,0.3188,0.304,1.39,1.25,38.3,31.1,0,1,,,,,,
2022,2022-09-10,1869,Spanish Primera Division,Rayo Vallecano,Valencia,63.01,70.4,0.3581,0.3478,0.294,1.21,1.19,28.0,27.7,2,1,1.8,2.2,1.32,1.86,2.1,1.05
2022,2022-09-10,1856,Italy Serie B,Parma,Ternana,46.29,29.88,0.6266,0.1467,0.2267,2.21,0.97,49.1,30.7,2,3,,,,,,
2022,2022-09-10,1856,Italy Serie B,Benevento,Cagliari,40.31,44.49,0.3736,0.3175,0.309,1.35,1.22,48.9,59.0,0,2,,,,,,
2022,2022-09-10,1866,Russian Premier Liga,FC Khimki,Krylia Sovetov,34.12,40.51,0.3933,0.3492,0.2575,1.44,1.35,42.0,22.0,0,0,,,,,,
2022,2022-09-10,1871,Spanish Segunda Division,Lugo,Alavés,26.74,39.05,0.3136,0.4047,0.2818,1.21,1.41,34.7,32.1,1,2,1.31,1.83,1.6,2.19,1.05,2.1
2022,2022-09-10,1856,Italy Serie B,Modena,Brescia,27.25,37.69,0.3087,0.387,0.3043,1.22,1.4,37.8,37.5,1,3,,,,,,
2022,2022-09-10,1856,Italy Serie B,Cittadella,Frosinone,32.57,39.29,0.3379,0.3448,0.3173,1.22,1.23,22.0,47.6,1,0,,,,,,
2022,2022-09-10,1856,Italy Serie B,Como,Sudtirol,28.83,22.04,0.4995,0.2208,0.2797,1.72,1.06,39.0,43.3,0,2,,,,,,
2022,2022-09-10,1856,Italy Serie B,Pisa,Reggina,32.65,30.52,0.446,0.2508,0.3031,1.49,1.05,35.0,20.2,0,1,,,,,,
2022,2022-09-10,1854,Italy Serie A,Napoli,Spezia,79.79,47.21,0.7846,0.0671,0.1484,2.49,0.59,59.0,37.7,1,0,2.24,0.71,2.4,0.4,1.05,0.0
2022,2022-09-10,1983,South African ABSA Premier League,Moroka Swallows,Stellenbosch FC,12.87,15.53,0.359,0.334,0.3071,1.25,1.2,25.9,19.0,1,2,,,,,,
2022,2022-09-10,1844,French Ligue 2,St Etienne,Bordeaux,45.71,47.67,0.3718,0.3833,0.245,1.61,1.64,42.1,64.3,2,0,,,,,,
2022,2022-09-10,1983,South African ABSA Premier League,AmaZulu,Chippa United,15.5,9.87,0.4908,0.1875,0.3217,1.32,0.7,37.6,40.4,1,2,,,,,,
2022,2022-09-10,1845,German Bundesliga,Eintracht Frankfurt,VfL Wolfsburg,68.96,65.3,0.4964,0.2446,0.2589,1.64,1.08,39.0,26.5,0,1,0.63,1.06,1.41,0.86,0.0,1.05
2022,2022-09-10,1845,German Bundesliga,Hertha Berlin,Bayer Leverkusen,60.67,75.3,0.2758,0.4561,0.2681,1.13,1.53,33.9,44.7,2,2,2.31,1.81,1.04,1.27,2.1,2.1
2022,2022-09-10,1845,German Bundesliga,Bayern Munich,VfB Stuttgart,93.71,65.2,0.8653,0.0359,0.0988,3.07,0.51,58.2,17.3,2,2,2.08,1.16,2.27,0.65,2.1,2.1
2022,2022-09-10,1845,German Bundesliga,RB Leipzig,Borussia Dortmund,76.96,80.45,0.4043,0.3434,0.2523,1.61,1.47,61.8,60.4,3,0,1.51,0.46,1.57,1.36,2.79,0.0
2022,2022-09-10,1845,German Bundesliga,TSG Hoffenheim,Mainz,67.7,70.05,0.4273,0.3016,0.2712,1.47,1.2,45.5,48.4,4,1,4.73,1.24,2.59,1.14,2.74,1.05
2022,2022-09-10,1882,Turkish Turkcell Super Lig,Konyaspor,Hatayspor,48.96,34.9,0.5796,0.1785,0.2419,1.76,0.86,17.2,36.9,1,0,,,,,,
2022,2022-09-10,1832,Belgian Jupiler League,KV Kortrijk,KV Mechelen,35.12,36.86,0.44,0.3106,0.2495,1.6,1.3,37.0,22.2,1,4,,,,,,
2022,2022-09-10,1856,Italy Serie B,Perugia,Ascoli,29.07,34.31,0.3671,0.2983,0.3345,1.18,1.04,39.4,28.6,1,0,,,,,,
2022,2022-09-10,1871,Spanish Segunda Division,Burgos,Real Oviedo,29.29,37.89,0.3412,0.3385,0.3202,1.06,1.06,27.7,31.2,0,0,1.26,0.36,1.4,0.98,0.0,0.0
2022,2022-09-10,1869,Spanish Primera Division,Espanyol,Sevilla FC,61.41,67.85,0.3793,0.3332,0.2875,1.3,1.2,31.5,22.9,2,3,2.39,2.27,1.71,1.13,2.1,3.15
2022,2022-09-10,1866,Russian Premier Liga,CSKA Moscow,FC Krasnodar,56.41,54.33,0.4802,0.2718,0.2479,1.65,1.18,68.9,56.9,4,1,,,,,,
2022,2022-09-10,1864,Portuguese Liga,Famalicao,Benfica,48.95,76.49,0.1524,0.6522,0.1955,0.9,2.09,20.6,64.3,0,1,0.2,1.81,0.45,1.94,0.0,1.05
2022,2022-09-10,1849,Dutch Eredivisie,NEC,Fortuna Sittard,47.99,38.92,0.5389,0.2211,0.24,1.76,1.04,25.4,43.0,1,1,2.95,0.51,2.5,0.98,0.84,1.05
2022,2022-09-10,1827,Austrian T-Mobile Bundesliga,SV Ried,FC Salzburg,32.5,80.69,0.0567,0.7923,0.151,0.47,2.36,25.3,20.2,0,3,,,,,,
2022,2022-09-10,1843,French Ligue 1,Paris Saint-Germain,Brest,91.25,51.46,0.9016,0.0265,0.0719,3.5,0.53,48.5,40.8,1,0,2.5,1.34,2.15,0.51,1.05,0.0
2022,2022-09-10,1827,Austrian T-Mobile Bundesliga,WSG Swarovski Wattens,Cashpoint SC Rheindorf Altach,36.03,27.65,0.4888,0.2635,0.2477,1.71,1.19,13.7,32.4,0,0,,,,,,
2022,2022-09-10,1827,Austrian T-Mobile Bundesliga,Rapid Vienna,Wolfsberger AC,46.34,39.71,0.5024,0.2461,0.2514,1.67,1.1,25.5,8.6,1,3,,,,,,
2022,2022-09-10,1983,South African ABSA Premier League,Orlando Pirates,TS Galaxy,21.56,11.15,0.5491,0.129,0.3219,1.32,0.48,55.0,23.9,2,0,,,,,,
2022,2022-09-10,1884,Greek Super League,OFI Crete,Panetolikos,24.67,25.88,0.46,0.2707,0.2693,1.49,1.08,29.2,10.9,1,2,,,,,,
2022,2022-09-10,1879,Swiss Raiffeisen Super League,St Gallen,FC Sion,47.9,32.7,0.6129,0.1682,0.2189,2.13,1.02,63.2,21.5,1,2,,,,,,
2022,2022-09-10,1854,Italy Serie A,Internazionale,Torino,79.94,63.73,0.6429,0.146,0.2111,2.03,0.85,62.9,37.7,1,0,1.5,0.56,1.99,0.55,1.05,0.0
2022,2022-09-10,1832,Belgian Jupiler League,RFC Seraing,Club Brugge,24.63,69.58,0.0769,0.7736,0.1495,0.66,2.51,46.3,66.0,0,2,,,,,,
2022,2022-09-10,1832,Belgian Jupiler League,KV Oostende,Eupen,32.54,27.9,0.4842,0.2486,0.2672,1.48,0.98,45.5,47.7,1,0,,,,,,
2022,2022-09-10,1884,Greek Super League,Giannina,Levadiakos,24.47,22.28,0.4903,0.2355,0.2742,1.48,0.93,31.5,37.8,2,1,,,,,,
2022,2022-09-10,1869,Spanish Primera Division,Cadiz,Barcelona,56.37,87.18,0.1162,0.7003,0.1835,0.87,2.39,39.0,66.7,0,4,0.3,2.54,0.48,1.47,0.0,3.26
2022,2022-09-10,1845,German Bundesliga,Schalke 04,VfL Bochum,59.05,55.84,0.4691,0.2644,0.2665,1.56,1.1,47.3,50.3,3,1,1.54,1.46,1.22,1.2,2.63,1.05
2022,2022-09-10,1871,Spanish Segunda Division,FC Cartagena,Albacete,35.39,27.34,0.5338,0.2188,0.2474,1.84,1.09,21.8,25.3,2,1,1.34,1.73,0.88,1.13,2.1,1.05
2022,2022-09-10,1866,Russian Premier Liga,Terek Grozny,FK Nizhny Novgorod,43.37,35.42,0.5147,0.2324,0.2529,1.62,1.0,11.4,27.2,1,3,,,,,,
2022,2022-09-10,1849,Dutch Eredivisie,Ajax,Heerenveen,86.52,50.58,0.8809,0.0265,0.0926,2.91,0.37,77.6,10.1,5,0,3.29,0.73,2.57,0.48,5.25,0.0
2022,2022-09-10,1882,Turkish Turkcell Super Lig,Fatih Karagümrük,Giresunspor,37.21,30.95,0.5071,0.2264,0.2665,1.54,0.94,39.0,44.3,1,1,,,,,,
2022,2022-09-10,1864,Portuguese Liga,Sporting CP,Portimonense,77.43,48.69,0.7759,0.065,0.1591,2.18,0.46,58.8,16.8,4,0,1.6,0.53,1.4,0.5,4.01,0.0
2022,2022-09-10,1844,French Ligue 2,Rodez,Valenciennes,23.95,29.54,0.3656,0.3164,0.318,1.08,0.98,44.9,17.6,1,1,,,,,,
2022,2022-09-10,1844,French Ligue 2,Caen,Amiens,39.83,37.26,0.4276,0.2888,0.2837,1.37,1.08,45.6,44.8,3,1,,,,,,
2022,2022-09-10,1844,French Ligue 2,Nimes,Bastia,32.53,28.47,0.46,0.2785,0.2615,1.59,1.18,27.1,27.0,0,0,,,,,,
2022,2022-09-10,1844,French Ligue 2,Laval,Pau,26.03,24.69,0.4303,0.3091,0.2606,1.56,1.29,39.3,43.2,0,1,,,,,,
2022,2022-09-10,1844,French Ligue 2,Annecy,US Quevilly,25.13,22.82,0.44,0.2723,0.2877,1.36,1.01,44.1,45.2,1,0,,,,,,
2022,2022-09-10,1844,French Ligue 2,Dijon FCO,Sochaux,36.67,43.05,0.3251,0.3994,0.2755,1.23,1.39,32.4,50.1,0,2,,,,,,
2022,2022-09-10,1844,French Ligue 2,Grenoble,Paris FC,28.16,36.73,0.3303,0.355,0.3147,1.02,1.07,27.0,19.4,1,2,,,,,,
2022,2022-09-10,1837,Danish SAS-Ligaen,Odense BK,FC Copenhagen,31.06,55.44,0.2013,0.5691,0.2296,1.09,1.97,38.3,59.4,2,1,,,,,,
2022,2022-09-10,1844,French Ligue 2,Niort,Le Havre,25.25,36.54,0.2974,0.4324,0.2702,1.18,1.48,36.9,29.8,0,1,,,,,,
2022,2022-09-10,1983,South African ABSA Premier League,Mamelodi Sundowns,Golden Arrows,38.17,13.51,0.7466,0.0705,0.1829,2.28,0.54,74.4,22.5,2,1,,,,,,
2022,2022-09-10,1884,Greek Super League,Ionikos FC,Atromitos,29.82,25.67,0.5115,0.2315,0.257,1.63,1.01,16.2,17.1,1,4,,,,,,
2022,2022-09-10,1846,German 2. Bundesliga,Fortuna Düsseldorf,Hansa Rostock,37.99,27.26,0.5444,0.1843,0.2712,1.63,0.83,38.8,20.2,3,1,1.74,0.49,1.15,0.61,2.97,1.05
2022,2022-09-10,1879,Swiss Raiffeisen Super League,Winterthur,FC Luzern,20.19,34.48,0.2675,0.4422,0.2902,1.03,1.41,20.5,17.4,0,6,,,,,,
2022,2022-09-10,1854,Italy Serie A,Sampdoria,AC Milan,51.84,79.59,0.1508,0.6217,0.2275,0.79,1.86,37.0,55.4,1,2,1.18,1.79,2.1,1.29,0.84,2.1
2022,2022-09-10,1832,Belgian Jupiler League,OH Leuven,Sporting de Charleroi,38.81,44.95,0.3768,0.3818,0.2414,1.56,1.58,4.4,6.5,3,2,,,,,,
2022,2022-09-10,1871,Spanish Segunda Division,Levante,Villarreal B,51.44,29.04,0.7125,0.0985,0.189,2.25,0.7,63.2,25.4,4,1,1.75,0.43,1.84,0.78,3.27,1.05
2022,2022-09-10,1849,Dutch Eredivisie,Excelsior,Emmen,39.89,43.33,0.4371,0.2966,0.2663,1.45,1.15,43.2,35.6,2,1,0.79,1.33,1.39,1.12,2.1,1.05
2022,2022-09-10,1869,Spanish Primera Division,Atletico Madrid,Celta Vigo,80.46,69.16,0.605,0.1518,0.2432,1.78,0.76,66.7,38.0,4,1,0.78,1.65,0.89,1.25,3.89,1.05
2022,2022-09-10,1843,French Ligue 1,Marseille,Lille,71.38,69.07,0.4861,0.2524,0.2615,1.54,1.04,64.5,48.8,2,1,2.35,0.93,1.42,0.69,2.1,1.05
2022,2022-09-10,1864,Portuguese Liga,FC Porto,Chaves,79.89,46.83,0.8307,0.0497,0.1196,2.64,0.5,72.7,16.3,3,0,3.15,0.69,1.7,0.97,2.86,0.0
2022,2022-09-10,1952,Mexican Primera Division Torneo Apertura,Querétaro,Santos Laguna,36.79,52.48,0.2673,0.4846,0.2482,1.18,1.67,0.4,10.2,3,3,2.16,0.83,1.85,1.04,3.15,3.15
2022,2022-09-10,1952,Mexican Primera Division Torneo Apertura,Necaxa,Club América,41.4,64.14,0.2145,0.5409,0.2446,0.99,1.72,18.6,19.0,1,2,1.03,1.38,1.05,1.81,1.05,2.1
2022,2022-09-10,1952,Mexican Primera Division Torneo Apertura,Tigres UANL,León,59.92,45.55,0.5701,0.2,0.2299,1.87,1.01,15.9,28.9,0,1,1.54,0.92,1.25,1.34,0.0,1.05
2022,2022-09-10,1952,Mexican Primera Division Torneo Apertura,Guadalajara,Puebla,51.53,45.93,0.4665,0.2724,0.2611,1.53,1.11,4.3,23.4,1,0,0.8,0.34,1.09,1.06,1.05,0.0
2022,2022-09-10,1952,Mexican Primera Division Torneo Apertura,Toluca,Pumas Unam,44.11,42.6,0.4076,0.335,0.2575,1.49,1.33,3.2,43.1,2,2,1.36,1.41,0.78,1.65,2.1,2.1
2022,2022-09-11,1866,Russian Premier Liga,Ural Sverdlovsk Oblast,Torpedo Moskow,29.92,27.19,0.4741,0.2469,0.279,1.38,0.91,44.4,40.1,2,0,,,,,,
2022,2022-09-11,1849,Dutch Eredivisie,FC Utrecht,Vitesse,56.36,52.93,0.4957,0.2662,0.2381,1.78,1.25,11.0,18.9,1,0,0.88,0.47,1.47,1.43,1.05,0.0
2022,2022-09-11,1854,Italy Serie A,Atalanta,Cremonese,73.8,49.09,0.7018,0.1064,0.1918,2.14,0.69,60.6,38.4,1,1,0.66,0.67,1.47,0.42,1.05,1.05
2022,2022-09-11,1843,French Ligue 1,Strasbourg,Clermont Foot,66.55,49.97,0.6045,0.1608,0.2347,1.78,0.79,24.4,37.3,0,0,2.31,1.04,1.37,0.73,0.0,0.0
2022,2022-09-11,1832,Belgian Jupiler League,KVC Westerlo,Anderlecht,34.95,57.76,0.2377,0.5158,0.2465,1.06,1.68,31.8,15.7,2,1,,,,,,
2022,2022-09-11,1846,German 2. Bundesliga,1. FC Magdeburg,SpVgg Greuther Fürth,18.21,32.21,0.2763,0.4583,0.2654,1.24,1.66,46.9,33.6,2,1,1.18,0.16,1.03,0.32,2.1,1.05
2022,2022-09-11,1846,German 2. Bundesliga,FC St. Pauli,SV Sandhausen,37.24,24.63,0.5456,0.1946,0.2599,1.74,0.93,28.9,31.5,1,1,2.83,0.69,2.89,0.71,1.05,1.05
2022,2022-09-11,1846,German 2. Bundesliga,1. FC Kaiserslautern,SV Darmstadt 98,22.27,41.65,0.2163,0.5353,0.2484,1.11,1.87,28.0,58.2,3,3,2.3,1.44,1.39,1.56,3.15,3.15
2022,2022-09-11,1837,Danish SAS-Ligaen,FC Nordsjaelland,FC Midtjylland,42.75,51.46,0.3877,0.3635,0.2489,1.62,1.56,57.2,28.3,1,1,,,,,,
2022,2022-09-11,1837,Danish SAS-Ligaen,AaB,Lyngby,37.93,26.58,0.5639,0.1831,0.253,1.7,0.85,37.4,30.6,1,1,,,,,,
2022,2022-09-11,1871,Spanish Segunda Division,Sporting Gijón,Racing Santander,37.1,24.97,0.5696,0.1728,0.2576,1.7,0.82,28.4,40.0,0,2,1.48,1.91,1.17,1.01,0.0,1.58
2022,2022-09-11,1866,Russian Premier Liga,Fakel Voronezh,Lokomotiv Moscow,30.9,45.78,0.3201,0.4425,0.2374,1.44,1.73,49.4,15.9,2,0,,,,,,
2022,2022-09-11,1869,Spanish Primera Division,Real Madrid,Mallorca,87.29,58.25,0.8355,0.0472,0.1173,2.9,0.57,81.5,30.0,4,1,2.22,0.99,2.79,0.32,3.19,1.05
2022,2022-09-11,1879,Swiss Raiffeisen Super League,Servette,FC Zurich,35.97,39.87,0.4093,0.3167,0.274,1.49,1.28,34.7,13.1,3,2,,,,,,
2022,2022-09-11,1849,Dutch Eredivisie,PSV,RKC,75.39,44.93,0.7994,0.0707,0.1298,2.83,0.75,54.9,22.6,1,0,3.71,0.52,3.12,0.71,1.05,0.0
2022,2022-09-11,1849,Dutch Eredivisie,Cambuur Leeuwarden,FC Groningen,41.9,44.3,0.4511,0.2923,0.2566,1.55,1.2,44.2,34.6,0,1,1.05,0.87,1.23,0.35,0.0,1.05
2022,2022-09-11,1827,Austrian T-Mobile Bundesliga,Hartberg,FK Austria Vienna,36.45,42.7,0.3508,0.3751,0.2741,1.27,1.32,13.8,6.8,0,3,,,,,,
2022,2022-09-11,1827,Austrian T-Mobile Bundesliga,Austria Lustenau,LASK Linz,35.42,51.74,0.2312,0.5206,0.2482,1.06,1.71,8.0,44.4,1,1,,,,,,
